"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","ADP","playerid"
"Casey Coleman","","0","0","4.78","0","0","0","1.0","1","1","0","1","0","1.40","7.85","3.48","4.97","0.0","0.0","999.0","8270"
"Doug Fister","","0","0","4.94","0","0","0","1.0","1","1","0","1","0","1.46","6.91","3.24","4.98","0.0","0.0","999.0","9425"
"Jen-Ho Tseng","","0","0","4.95","0","0","0","1.0","1","1","0","1","0","1.45","7.11","3.41","4.98","0.0","0.0","999.0","15524"
"Tyler Eppler","WSN","0","0","5.03","0","0","0","1.0","1","1","0","1","0","1.42","7.41","3.06","4.99","0.0","0.0","999.0","sa829043"
"Justin Steele","","0","0","4.86","0","0","0","1.0","1","1","0","1","0","1.47","8.17","4.17","4.99","0.0","0.0","999.0","sa828960"
"Brandon McCarthy","","0","0","4.99","0","0","0","1.0","1","1","0","1","0","1.41","7.00","2.93","5.00","0.0","0.0","999.0","4662"
"Ryan Feierabend","","0","0","4.82","0","0","0","1.0","1","1","0","1","0","1.41","7.28","3.22","5.00","0.0","0.0","999.0","6336"
"Cesar Vargas","","0","0","4.81","0","0","0","1.0","1","1","0","1","0","1.48","6.12","3.53","5.00","0.0","0.0","999.0","14099"
"Nolan Kingham","ATL","0","0","5.05","0","0","0","1.0","1","1","0","1","0","1.47","6.41","3.10","5.00","0.0","0.0","999.0","sa3008224"
"Andro Cutura","","0","0","4.96","0","0","0","1.0","1","1","0","1","0","1.47","6.45","3.31","5.00","0.0","0.0","999.0","sa827476"
"Emerson Martinez","","0","0","4.94","0","0","0","1.0","1","1","0","1","0","1.47","6.60","3.36","5.01","0.0","0.0","999.0","sa747285"
"James Marvel","PIT","0","0","5.03","0","0","0","1.0","1","1","0","1","0","1.47","6.55","3.24","5.01","0.0","0.0","999.0","19675"
"Rob Wooten","","0","0","5.09","0","0","0","1.0","1","1","0","1","0","1.40","7.66","2.78","5.01","0.0","0.0","999.0","8532"
"Karsen Lindell","CIN","0","0","5.02","0","0","0","1.0","1","1","0","1","0","1.49","8.97","4.36","5.01","0.0","0.0","999.0","sa875227"
"Erich Uelmen","CHC","0","0","4.98","0","0","0","1.0","1","1","0","1","0","1.55","6.87","4.25","5.01","0.0","0.0","999.0","sa915866"
"Mario Sanchez","WSN","0","0","5.01","0","0","0","1.0","1","1","0","1","0","1.39","7.55","2.81","5.01","0.0","0.0","999.0","sa691863"
"Matthew Swarmer","CHC","0","0","4.96","0","0","0","1.0","1","1","0","1","0","1.38","7.44","2.96","5.01","0.0","0.0","999.0","sa918458"
"Brock Burke","TEX","0","0","4.84","0","0","0","1.0","1","1","0","1","0","1.45","7.73","3.75","5.01","0.0","0.0","999.0","17968"
"Yunesky Maya","","0","0","5.02","0","0","0","1.0","1","1","0","1","0","1.40","6.81","2.68","5.01","0.0","0.0","999.0","11420"
"Kevin Herget","","0","0","4.96","0","0","0","1.0","1","1","0","1","0","1.38","7.66","2.94","5.02","0.0","0.0","999.0","sa738986"
"Jorgan Cavanerio","","0","0","4.96","0","0","0","1.0","1","1","0","1","0","1.45","6.02","2.93","5.02","0.0","0.0","999.0","sa598143"
"Jarred Cosart","","0","0","4.97","0","0","0","1.0","1","1","0","1","0","1.53","6.77","4.01","5.02","0.0","0.0","999.0","10304"
"Kolton Mahoney","","0","0","4.95","0","0","0","1.0","1","1","0","1","0","1.47","7.07","3.59","5.02","0.0","0.0","999.0","sa829372"
"Andrew Church","","0","0","4.97","0","0","0","1.0","1","1","0","1","0","1.41","7.05","2.94","5.02","0.0","0.0","999.0","sa737545"
"Ryan Bollinger","","0","0","4.89","0","0","0","1.0","1","1","0","1","0","1.45","7.17","3.39","5.02","0.0","0.0","999.0","sa503763"
"Jesus Castillo","MIL","0","0","4.83","0","0","0","1.0","1","1","0","1","0","1.43","6.99","3.38","5.02","0.0","0.0","999.0","sa657701"
"Michael Plassmeyer","TBR","0","0","4.73","0","0","0","1.0","1","1","0","1","0","1.39","6.86","3.14","5.02","0.0","0.0","999.0","sa3006962"
"Barry Enright","","0","0","5.07","0","0","0","1.0","1","1","0","1","0","1.44","6.90","3.12","5.03","0.0","0.0","999.0","2412"
"Scott Feldman","","0","0","5.12","0","0","0","1.0","1","1","0","1","0","1.43","6.94","2.95","5.03","0.0","0.0","999.0","6283"
"Oscar De La Cruz","NYM","0","0","4.80","0","0","0","1.0","1","1","0","1","0","1.40","8.67","3.88","5.03","0.0","0.0","999.0","sa737037"
"Cristopher Sanchez","","0","0","4.68","0","0","0","1.0","1","1","0","1","0","1.50","7.28","4.44","5.03","0.0","0.0","999.0","sa828749"
"Adrian Sampson","","0","0","4.99","0","0","0","1.0","1","1","0","1","0","1.38","7.27","2.62","5.03","0.0","0.0","999.0","13339"
"Stephen Fife","","0","0","5.03","0","0","0","1.0","1","1","0","1","0","1.43","6.35","2.73","5.03","0.0","0.0","999.0","8077"
"Jaron Long","","0","0","4.98","0","0","0","1.0","1","1","0","1","0","1.45","6.09","2.97","5.04","0.0","0.0","999.0","sa706969"
"Tyler Alexander","","0","0","4.76","0","0","0","1.0","1","1","0","1","0","1.41","7.69","3.70","5.04","0.0","0.0","999.0","sa738376"
"Elliot Ashbeck","SDP","0","0","4.87","0","0","0","1.0","1","1","0","1","0","1.39","7.70","3.39","5.05","0.0","0.0","999.0","sa875665"
"Ariel Jurado","","0","0","5.02","0","0","0","1.0","1","1","0","1","0","1.44","6.07","2.75","5.05","0.0","0.0","999.0","17030"
"Jake Paulson","","0","0","5.02","0","0","0","1.0","1","1","0","1","0","1.50","5.95","3.33","5.05","0.0","0.0","999.0","sa829444"
"Tanner Anderson","OAK","0","0","4.85","0","0","0","1.0","1","1","0","1","0","1.50","5.71","3.59","5.05","0.0","0.0","999.0","18029"
"Matthew Tomshaw","CHW","0","0","4.85","0","0","0","1.0","1","1","0","1","0","1.36","7.18","2.53","5.06","0.0","0.0","999.0","sa598974"
"Bradley Kuntz","MIL","0","0","4.86","0","0","0","1.0","1","1","0","1","0","1.49","8.01","4.26","5.06","0.0","0.0","999.0","sa877529"
"Ivan Nova","","0","0","5.10","0","0","0","1.0","1","1","0","1","0","1.43","6.15","2.48","5.06","0.0","0.0","999.0","1994"
"Samuel Lewis","","0","0","4.99","0","0","0","1.0","1","1","0","1","0","1.45","7.98","3.85","5.07","0.0","0.0","999.0","sa701852"
"Wirkin Estevez","","0","0","5.13","0","0","0","1.0","1","1","0","1","0","1.49","6.87","3.39","5.07","0.0","0.0","999.0","sa550539"
"Austin Warner","STL","0","0","4.74","0","0","0","1.0","1","1","0","1","0","1.45","7.06","3.76","5.07","0.0","0.0","999.0","sa3004494"
"Akeem Bostick","STL","0","0","4.83","0","0","0","1.0","1","1","0","1","0","1.45","7.63","4.02","5.07","0.0","0.0","999.0","sa737616"
"Benjamin Holmes","CHC","0","0","4.93","0","0","0","1.0","1","1","0","1","0","1.47","7.94","4.09","5.07","0.0","0.0","999.0","sa549147"
"Chandler Shepherd","MIN","0","0","4.97","0","0","0","1.0","1","1","0","1","0","1.40","7.33","3.21","5.08","0.0","0.0","999.0","16166"
"Odrisamer Despaigne","","0","0","5.01","0","0","0","1.0","1","1","0","1","0","1.49","6.90","3.69","5.08","0.0","0.0","999.0","16017"
"Keegan Thompson","","0","0","5.10","0","0","0","1.0","1","1","0","1","0","1.43","7.60","3.33","5.08","0.0","0.0","999.0","sa918851"
"Felix Hernandez","","0","0","5.12","0","0","0","1.0","1","1","0","1","0","1.46","7.10","3.29","5.09","0.0","0.0","600.8","4772"
"Anthony Vasquez","","0","0","5.01","0","0","0","1.0","1","1","0","1","0","1.44","7.33","3.39","5.09","0.0","0.0","999.0","6577"
